ID,Name,Brand,Mount,Min. Focal Length (mm),Max. Focal Length (mm),Min. F Value,Max. F Value,Min. Focus Distance (mm),Keywords
6ABDDEFD-D432-4454-B80E-9BE34AB531F0,Milvus 1.4/25,Zeiss,"ZE, ZF.2",25,25,1.4,16,250,
770AF637-A156-46A2-B8A5-F3FD219E5A29,Otus 1.4/28,Zeiss,"ZE, ZF.2",28,28,1.4,16,300,
E9F601B7-0ADB-4E68-A389-FAD42AC73CCF,Distagon T* 1.4/35,Zeiss,"ZE, ZF.2",35,35,1.4,16,300,
ABD1F8EB-E677-4814-9BDA-C08C81ABC589,Milvus 1.4/35,Zeiss,"ZE, ZF.2",35,35,1.4,16,300,
915C5971-156A-4423-A7E4-C569E19F11A4,Milvus 2/35,Zeiss,"ZE, ZF.2",35,35,2,22,300,
FC6346A3-13DC-4A5A-AE36-6A6D6A3E99A6,Milvus 1.4/50,Zeiss,"ZE, ZF.2",50,50,1.4,16,450,
6DF752B5-07B4-44A7-8669-D1C79C2754EF,Milvus 2/50M,Zeiss,"ZE, ZF.2",50,50,2,22,240,
DF8F7642-15D0-4722-8C22-B347C69E79BC,Otus 1.4/55,Zeiss,"ZE, ZF.2",55,55,1.4,16,500,
7871ABFD-493E-4088-8A8F-6F247D7A328C,Milvus 1.4/85,Zeiss,"ZE, ZF.2",85,85,1.4,16,800,
4B009FE8-C095-421B-BB2C-491DCEE512DC,Otus 1.4/85,Zeiss,"ZE, ZF.2",85,85,1.4,16,800,
1B1ACF97-399D-41CF-81C2-48647FFA4828,Milvus 2/100M,Zeiss,"ZE, ZF.2",100,100,2,22,440,
3CA49658-26E6-457C-BEAC-6928A09D077B,APO Sonnar T* 2/135,Zeiss,"ZE, ZF.2",135,135,2,22,800,
9E4C2B09-5948-405B-ACB6-6668646D47A4,Milvus 2/135,Zeiss,"ZE, ZF.2",135,135,2,22,800,
D680EC91-E1BD-4019-A23F-B324C3D97879,Distagon T* 3.5/18,Zeiss,"ZE, ZF.2, ZF",18,18,3.5,22,300,
B788927A-F86F-4785-AACC-86060AD7DF6F,Distagon T* 2.8/21,Zeiss,"ZE, ZF.2, ZF",21,21,2.8,22,220,
12A4478B-6273-4CA0-A95F-2D7FB4358422,Distagon T* 2/28,Zeiss,"ZE, ZF.2, ZF",28,28,2,22,240,
EF4BF087-E1A1-405D-A6FC-CA89391C025A,Makro-Planar T* 2/50,Zeiss,"ZE, ZF.2, ZF",50,50,2,22,240,
B0AEB09B-D0CD-4283-9B5B-823063DCE1BE,Planar T* 1.4/50,Zeiss,"ZE, ZF.2, ZF",50,50,1.4,16,450,
9FA5D007-C07A-45F8-8EE6-A5D89C2AF9BC,Planar T* 1.4/85,Zeiss,"ZE, ZF.2, ZF",85,85,1.4,16,1000,
EB4EF949-D391-477C-9568-39885681DC71,Makro-Planar T* 2/100,Zeiss,"ZE, ZF.2, ZF",100,100,2,22,440,
AF922025-EA96-45D4-9676-3073274AFD1B,Distagon T* 2/35,Zeiss,"ZE, ZF.2, ZF, ZS",35,35,2,22,300,
19F8E533-E992-45A6-B16A-B8DE15F082ED,Distagon T* 2.8/25,Zeiss,"ZE, ZF.2, ZS",25,25,2.8,22,170,
4ECE2342-9B7C-4B0B-881D-74D6BBEA4D6C,Distagon T* 2.8/15 ZM,Zeiss,ZM,15,15,2.8,22,300,
C1297B32-B2A6-4501-BFD1-366194137DBE,Distagon T* 4/18 ZM,Zeiss,ZM,18,18,4,22,500,
E1E68A40-4F21-4298-816B-CE6D1DF15300,Biogon T* 2.8/21 ZM,Zeiss,ZM,21,21,2.8,22,500,
87C1808E-7916-4AFE-925E-41E937374A6A,C Biogon T* 4.5/21 ZM,Zeiss,ZM,21,21,4.5,22,500,
30379739-C3AE-49B6-9AE5-D1ADBF90BC88,Biogon T* 2.8/25 ZM,Zeiss,ZM,25,25,2.8,22,500,
10FE4BA6-E241-4C00-B2A4-57CE52A1DEB6,Biogon T* 2.8/28 ZM,Zeiss,ZM,28,28,2.8,22,500,
22019E22-801B-4D61-8AF5-2277C8DD8532,Biogon T* 2/35 ZM,Zeiss,ZM,35,35,2,22,700,
4703A048-6AB7-488C-A804-4A6E1E61D7B2,C Biogon T* 2.8/35 ZM,Zeiss,ZM,35,35,2.8,22,700,
5C768EC3-E8F1-46F2-8D45-19F061E634EE,Distagon T* 1.4/35 ZM,Zeiss,ZM,35,35,1.4,16,700,
71A58257-CF25-497D-AD83-54A03D3B34CB,C Sonnar T* 1.5/50 ZM,Zeiss,ZM,50,50,1.5,16,900,
ED861196-7892-42D2-A845-BC3B08B32E73,Planar T* 2/50 ZM,Zeiss,ZM,50,50,2,22,700,
3F459B0B-5348-42F1-918A-50642ADB70D8,Tele-Tessar T* 4/85 ZM,Zeiss,ZM,85,85,4,22,900,
02B45B53-4394-4BF9-8D4A-F038DCE7E2EF,Mitakon Creator 135mm f/2.8 ver II,Zhong Yi,"Canon EF, Nikon F, Pentax K",135,135,2.8,22,1500,
1448C4E7-97A4-49DE-8EFE-4892CE507BB3,Mitakon Creator 35mm f/2,Zhong Yi,"Canon EF, Nikon F, Pentax K, Sony A",35,35,2,22,250,
8D7E4678-C2B3-44C4-A2D1-7AC9283A02EE,Mitakon Creator 85mm f/2,Zhong Yi,"Canon EF, Nikon F, Pentax K, Sony A",85,85,2,22,850,
394CC9B1-95C5-4015-B85A-EF493184A084,Mitakon Speedmaster 85mm f/1.2,Zhong Yi,"Canon EF, Nikon F, Pentax K, Sony A, Sony E",85,85,1.2,16,1000,the dream
E71EA1EC-9C81-49F3-AC27-2DAA14D2817D,Mitakon Speedmaster 135mm f/1.4,Zhong Yi,"Canon EF, Nikon F, Sony E",135,135,1.4,22,1600,
7EC70542-2AB1-41A1-955A-B943AEB6C00E,Mitakon Speedmaster 35mm f/0.95 ver II,Zhong Yi,"Canon EF-M, Fujifilm X, Sony E",35,35,0.95,16,350,
A0A4B43D-DF9B-45D0-BBAA-C5AE34C35407,FreeWalker 20mm F2 Super Macro 4-4.5:1,Zhong Yi,"EF, EF-M, X, MFT, F, K, A, E",20,20,2,16,120,
2C170461-B07A-464D-886B-3AE5E111DA90,Mitakon 20mm f/2.0 4.5x Super Macro Lens,Zhong Yi,"EF, X, MFT, F, K, A, E",20,20,2,16,200,
C34A9603-702B-49E0-A0EA-3A1BDB19BF46,Mitakon Speedmaster 25mm f/0.95,Zhong Yi,MFT,25,25,0.95,16,250,
E5B33D4D-9A2A-4267-8E4B-CD5CFE9B395D,Mitakon 42.5mm f/1.2,Zhong Yi,MFT,42.5,42.5,1.2,16,450,
E5A97D51-FB91-4308-ACD7-A9DE9F5E7D2F,Mitakon Speedmaster 50mm f/0.95 Pro ver.,Zhong Yi,Sony E,50,50,0.95,16,500,
